subject,imtype,region,category,sequence,signal_change
R3290,intact,IPS0,house,diff,1.321
R3290,intact,IPS1,face,same,0.4585
R3290,intact,IPS1,face,diff,0.4
R3290,intact,IPS1,house,same,0.6672
R3290,intact,IPS1,house,diff,0.937
R3290,intact,IPS2,face,same,0.2826
R3290,intact,IPS2,face,diff,0.09734
R3290,intact,IPS2,house,same,0.3795
R3290,intact,IPS2,house,diff,0.7527
R3290,intact,IPS3,face,same,0.02903
R3290,intact,IPS3,face,diff,-0.3415
R3290,intact,IPS3,house,same,0.002682
R3290,intact,IPS3,house,diff,0.4765
R3290,intact,IPS4,face,same,-0.1747
R3290,intact,IPS4,face,diff,-0.5292
R3290,intact,IPS4,house,same,-0.1524
R3290,intact,IPS4,house,diff,0.3542
R3290,intact,IPS5,face,same,0.2653
R3290,intact,IPS5,face,diff,-0.331
R3290,intact,IPS5,house,same,0.271
R3290,intact,IPS5,house,diff,1.007
R3290,intact,LO1,face,same,1.037
R3290,intact,LO1,face,diff,1.147
R3290,intact,LO1,house,same,1.768
R3290,intact,LO1,house,diff,1.845
R3290,intact,LO2,face,same,0.3569
R3290,intact,LO2,face,diff,0.4946
R3290,intact,LO2,house,same,0.8173
R3290,intact,LO2,house,diff,0.9226
R3290,intact,MST,face,same,0.08505
R3290,intact,MST,face,diff,-0.04172
R3290,intact,MST,house,same,-0.1055
R3290,intact,MST,house,diff,0.09562
R3290,intact,PHC1,face,same,-0.2091
R3290,intact,PHC1,face,diff,-0.1153
R3290,intact,PHC1,house,same,0.316
R3290,intact,PHC1,house,diff,0.8461
R3290,intact,PHC2,face,same,-0.2699
R3290,intact,PHC2,face,diff,-0.2016
R3290,intact,PHC2,house,same,0.1385
R3290,intact,PHC2,house,diff,0.5584
R3290,intact,SPL1,face,same,0.4226
R3290,intact,SPL1,face,diff,-0.1314
R3290,intact,SPL1,house,same,0.09817
R3290,intact,SPL1,house,diff,0.6411
R3290,intact,V1,face,same,0.5436
R3290,intact,V1,face,diff,0.6682
R3290,intact,V1,house,same,0.6278
R3290,intact,V1,house,diff,1.017
R3290,intact,V1-V3,face,same,0.6514
R3290,intact,V1-V3,face,diff,0.753
R3290,intact,V1-V3,house,same,0.7331
R3290,intact,V1-V3,house,diff,1.097
R3290,intact,V1-V4,face,same,0.6715
R3290,intact,V1-V4,face,diff,0.7826
R3290,intact,V1-V4,house,same,0.7856
R3290,intact,V1-V4,house,diff,1.165
R3290,intact,V1d,face,same,0.5727
R3290,intact,V1d,face,diff,0.7014
R3290,intact,V1d,house,same,0.7983
R3290,intact,V1d,house,diff,1.022
R3290,intact,V1v,face,same,0.4767
R3290,intact,V1v,face,diff,0.604
R3290,intact,V1v,house,same,0.5219
R3290,intact,V1v,house,diff,1.059
R3290,intact,V2,face,same,0.6972
R3290,intact,V2,face,diff,0.7534
R3290,intact,V2,house,same,0.5713
R3290,intact,V2,house,diff,0.8473
R3290,intact,V2d,face,same,1.009
R3290,intact,V2d,face,diff,0.9958
R3290,intact,V2d,house,same,0.8887
R3290,intact,V2d,house,diff,0.8603
R3290,intact,V2v,face,same,0.3953
R3290,intact,V2v,face,diff,0.5186
R3290,intact,V2v,house,same,0.2639
R3290,intact,V2v,house,diff,0.8347
R3290,intact,V3,face,same,0.7975
R3290,intact,V3,face,diff,0.8471
R3290,intact,V3,house,same,0.9284
R3290,intact,V3,house,diff,1.216
R3290,intact,V3a,face,same,0.5871
R3290,intact,V3a,face,diff,0.6288
R3290,intact,V3a,house,same,0.8437
R3290,intact,V3a,house,diff,1.047
R3290,intact,V3b,face,same,0.992
R3290,intact,V3b,face,diff,0.9985
R3290,intact,V3b,house,same,1.661
R3290,intact,V3b,house,diff,1.81
R3290,intact,V3d,face,same,1.229
R3290,intact,V3d,face,diff,1.205
R3290,intact,V3d,house,same,1.215
R3290,intact,V3d,house,diff,1.256
R3290,intact,V3v,face,same,0.3234
R3290,intact,V3v,face,diff,0.4544
R3290,intact,V3v,house,same,0.6138
R3290,intact,V3v,house,diff,1.172
R3290,intact,VO1,face,same,0.2534
R3290,intact,VO1,face,diff,0.4401
R3290,intact,VO1,house,same,1.018
R3290,intact,VO1,house,diff,1.64
R3290,intact,VO2,face,same,-0.107
R3290,intact,VO2,face,diff,0.05245
R3290,intact,VO2,house,same,0.4934
R3290,intact,VO2,house,diff,1.069
R3290,intact,all_regions,face,same,0.5778
R3290,intact,all_regions,face,diff,0.6594
R3290,intact,all_regions,house,same,0.84
R3290,intact,all_regions,house,diff,1.193
R3290,intact,ffa_24_bilat,face,same,0.2797
R3290,intact,ffa_24_bilat,face,diff,0.4168
R3290,intact,ffa_24_bilat,house,same,0.2365
R3290,intact,ffa_24_bilat,house,diff,0.8326
R3290,intact,ffa_24_left,face,same,0.2347
R3290,intact,ffa_24_left,face,diff,0.3885
R3290,intact,ffa_24_left,house,same,0.2892
R3290,intact,ffa_24_left,house,diff,0.9616
R3290,intact,ffa_24_right,face,same,0.3277
R3290,intact,ffa_24_right,face,diff,0.4471
R3290,intact,ffa_24_right,house,same,0.1801
R3290,intact,ffa_24_right,house,diff,0.6948
R3290,intact,ffa_31_bilat,face,same,0.3433
R3290,intact,ffa_31_bilat,face,diff,0.5222
R3290,intact,ffa_31_bilat,house,same,0.3071
R3290,intact,ffa_31_bilat,house,diff,0.9549
R3290,intact,ffa_31_left,face,same,0.3222
R3290,intact,ffa_31_left,face,diff,0.5095
R3290,intact,ffa_31_left,house,same,0.3863
R3290,intact,ffa_31_left,house,diff,1.142
R3290,intact,ffa_31_right,face,same,0.3632
R3290,intact,ffa_31_right,face,diff,0.5342
R3290,intact,ffa_31_right,house,same,0.2322
R3290,intact,ffa_31_right,house,diff,0.7783
R3290,intact,ffa_38_bilat,face,same,0.319
R3290,intact,ffa_38_bilat,face,diff,0.5516
R3290,intact,ffa_38_bilat,house,same,0.2189
R3290,intact,ffa_38_bilat,house,diff,0.7638
R3290,intact,ffa_38_left,face,same,-0.01799
R3290,intact,ffa_38_left,face,diff,0.04194
R3290,intact,ffa_38_left,house,same,0.2423
R3290,intact,ffa_38_left,house,diff,0.4824
R3290,intact,ffa_38_right,face,same,0.3234
R3290,intact,ffa_38_right,face,diff,0.5582
R3290,intact,ffa_38_right,house,same,0.2186
R3290,intact,ffa_38_right,house,diff,0.7675
R3290,intact,ffa_left_100,face,same,1.1
R3290,intact,ffa_left_100,face,diff,1.455
R3290,intact,ffa_left_100,house,same,0.5927
R3290,intact,ffa_left_100,house,diff,1.201
R3290,intact,ffa_left_150,face,same,1.017
R3290,intact,ffa_left_150,face,diff,1.354
R3290,intact,ffa_left_150,house,same,0.5827
R3290,intact,ffa_left_150,house,diff,1.15
R3290,intact,ffa_left_23,face,same,1.017
R3290,intact,ffa_left_23,face,diff,1.354
R3290,intact,ffa_left_23,house,same,0.5827
R3290,intact,ffa_left_23,house,diff,1.15
R3290,intact,ffa_left_31,face,same,1.331
R3290,intact,ffa_left_31,face,diff,1.735
R3290,intact,ffa_left_31,house,same,0.5495
R3290,intact,ffa_left_31,house,diff,1.259
R3290,intact,ffa_left_50,face,same,1.282
R3290,intact,ffa_left_50,face,diff,1.666
R3290,intact,ffa_left_50,house,same,0.6196
R3290,intact,ffa_left_50,house,diff,1.302
R3290,intact,ffa_right_100,face,same,1.117
R3290,intact,ffa_right_100,face,diff,1.472
R3290,intact,ffa_right_100,house,same,0.7684
R3290,intact,ffa_right_100,house,diff,1.332
R3290,intact,ffa_right_150,face,same,0.99
R3290,intact,ffa_right_150,face,diff,1.287
R3290,intact,ffa_right_150,house,same,0.6878
R3290,intact,ffa_right_150,house,diff,1.214
R3290,intact,ffa_right_23,face,same,0.7418
R3290,intact,ffa_right_23,face,diff,0.8853
R3290,intact,ffa_right_23,house,same,0.5015
R3290,intact,ffa_right_23,house,diff,0.9449
R3290,intact,ffa_right_31,face,same,0.9613
R3290,intact,ffa_right_31,face,diff,1.247
R3290,intact,ffa_right_31,house,same,0.6667
R3290,intact,ffa_right_31,house,diff,1.181
R3290,intact,ffa_right_50,face,same,1.167
R3290,intact,ffa_right_50,face,diff,1.608
R3290,intact,ffa_right_50,house,same,0.728
R3290,intact,ffa_right_50,house,diff,1.318
R3290,intact,hMT,face,same,0.0401
R3290,intact,hMT,face,diff,0.02257
R3290,intact,hMT,house,same,0.1751
R3290,intact,hMT,house,diff,0.3824
R3290,intact,hV4,face,same,0.8432
R3290,intact,hV4,face,diff,1.054
R3290,intact,hV4,house,same,1.286
R3290,intact,hV4,house,diff,1.809
R3290,intact,ofa_24_bilat,face,same,0.5651
R3290,intact,ofa_24_bilat,face,diff,0.5115
R3290,intact,ofa_24_bilat,house,same,0.4192
R3290,intact,ofa_24_bilat,house,diff,0.6759
R3290,intact,ofa_left_100,face,same,0.8921
R3290,intact,ofa_left_100,face,diff,0.7535
R3290,intact,ofa_left_100,house,same,0.8562
R3290,intact,ofa_left_100,house,diff,0.9755
R3290,intact,ofa_right_100,face,same,1.585
R3290,intact,ofa_right_100,face,diff,1.772
R3290,intact,ofa_right_100,house,same,1.292
R3290,intact,ofa_right_100,house,diff,1.558
R3290,intact,opa_24_bilat,face,same,0.6964
R3290,intact,opa_24_bilat,face,diff,0.8056
R3290,intact,opa_24_bilat,house,same,1.068
R3290,intact,opa_24_bilat,house,diff,1.323
R3290,intact,opa_left_100,face,same,1.323
R3290,intact,opa_left_100,face,diff,1.467
R3290,intact,opa_left_100,house,same,2.515
R3290,intact,opa_left_100,house,diff,2.686
R3290,intact,opa_right_100,face,same,0.2932
R3290,intact,opa_right_100,face,diff,0.4914
R3290,intact,opa_right_100,house,same,1.337
R3290,intact,opa_right_100,house,diff,1.46
R3290,intact,ppa_24_bilat,face,same,-0.1282
R3290,intact,ppa_24_bilat,face,diff,-0.03427
R3290,intact,ppa_24_bilat,house,same,0.387
R3290,intact,ppa_24_bilat,house,diff,0.9003
R3290,intact,ppa_24_left,face,same,-0.1571
R3290,intact,ppa_24_left,face,diff,-0.05852
R3290,intact,ppa_24_left,house,same,0.2968
R3290,intact,ppa_24_left,house,diff,0.7884
R3290,intact,ppa_24_right,face,same,-0.09939
R3290,intact,ppa_24_right,face,diff,-0.01007
R3290,intact,ppa_24_right,house,same,0.477
R3290,intact,ppa_24_right,house,diff,1.012
R3290,intact,ppa_31_bilat,face,same,-0.1069
R3290,intact,ppa_31_bilat,face,diff,-0.01193
R3290,intact,ppa_31_bilat,house,same,0.5254
R3290,intact,ppa_31_bilat,house,diff,1.06
R3290,intact,ppa_31_left,face,same,-0.151
R3290,intact,ppa_31_left,face,diff,-0.05014
R3290,intact,ppa_31_left,house,same,0.4188
R3290,intact,ppa_31_left,house,diff,0.9227
R3290,intact,ppa_31_right,face,same,-0.06427
R3290,intact,ppa_31_right,face,diff,0.02503
R3290,intact,ppa_31_right,house,same,0.6286
R3290,intact,ppa_31_right,house,diff,1.193
R3290,intact,ppa_38_bilat,face,same,-0.1092
R3290,intact,ppa_38_bilat,face,diff,-0.01684
R3290,intact,ppa_38_bilat,house,same,0.6514
R3290,intact,ppa_38_bilat,house,diff,1.228
R3290,intact,ppa_38_left,face,same,-0.1873
R3290,intact,ppa_38_left,face,diff,-0.0823
R3290,intact,ppa_38_left,house,same,0.5368
R3290,intact,ppa_38_left,house,diff,1.071
R3290,intact,ppa_38_right,face,same,-0.03721
R3290,intact,ppa_38_right,face,diff,0.04361
R3290,intact,ppa_38_right,house,same,0.7573
R3290,intact,ppa_38_right,house,diff,1.373
R3290,intact,ppa_left_100,face,same,0.2398
R3290,intact,ppa_left_100,face,diff,0.3762
R3290,intact,ppa_left_100,house,same,1.092
R3290,intact,ppa_left_100,house,diff,1.71
R3290,intact,ppa_left_150,face,same,0.2025
R3290,intact,ppa_left_150,face,diff,0.3313
R3290,intact,ppa_left_150,house,same,1.016
R3290,intact,ppa_left_150,house,diff,1.61
R3290,intact,ppa_left_23,face,same,0.2045
R3290,intact,ppa_left_23,face,diff,0.341
R3290,intact,ppa_left_23,house,same,1.018
R3290,intact,ppa_left_23,house,diff,1.61
R3290,intact,ppa_left_31,face,same,0.239
R3290,intact,ppa_left_31,face,diff,0.3675
R3290,intact,ppa_left_31,house,same,1.11
R3290,intact,ppa_left_31,house,diff,1.733
R3290,intact,ppa_left_50,face,same,0.2642
R3290,intact,ppa_left_50,face,diff,0.3879
R3290,intact,ppa_left_50,house,same,1.132
R3290,intact,ppa_left_50,house,diff,1.761
R3290,intact,ppa_right_100,face,same,0.09283
R3290,intact,ppa_right_100,face,diff,0.2504
R3290,intact,ppa_right_100,house,same,1.248
R3290,intact,ppa_right_100,house,diff,2.032
R3290,intact,ppa_right_150,face,same,0.0869
R3290,intact,ppa_right_150,face,diff,0.2071
R3290,intact,ppa_right_150,house,same,1.18
R3290,intact,ppa_right_150,house,diff,1.972
R3290,intact,ppa_right_23,face,same,0.07133
R3290,intact,ppa_right_23,face,diff,0.1794
R3290,intact,ppa_right_23,house,same,1.067
R3290,intact,ppa_right_23,house,diff,1.794
R3290,intact,ppa_right_31,face,same,0.09656
R3290,intact,ppa_right_31,face,diff,0.2499
R3290,intact,ppa_right_31,house,same,1.239
R3290,intact,ppa_right_31,house,diff,2.025
R3290,intact,ppa_right_50,face,same,0.1471
R3290,intact,ppa_right_50,face,diff,0.3954
R3290,intact,ppa_right_50,house,same,1.371
R3290,intact,ppa_right_50,house,diff,2.132
R3290,intact,psts_24_bilat,face,same,0.09442
R3290,intact,psts_24_bilat,face,diff,-0.01579
R3290,intact,psts_24_bilat,house,same,-0.06641
R3290,intact,psts_24_bilat,house,diff,0.1996
R3290,intact,rsc_24_bilat,face,same,-0.4191
R3290,intact,rsc_24_bilat,face,diff,-0.4142
R3290,intact,rsc_24_bilat,house,same,-0.2673
R3290,intact,rsc_24_bilat,house,diff,0.1312
R3290,intact,ventral_stream,face,same,0.1676
R3290,intact,ventral_stream,face,diff,0.2623
R3290,intact,ventral_stream,house,same,0.255
R3290,intact,ventral_stream,house,diff,0.728
R3290,intact,ventral_stream_sub_V1V4,face,same,0.109
R3290,intact,ventral_stream_sub_V1V4,face,diff,0.1838
R3290,intact,ventral_stream_sub_V1V4,house,same,0.1871
R3290,intact,ventral_stream_sub_V1V4,house,diff,0.6324
R3524,global,IPS0,face,same,0.5666
R3524,global,IPS0,face,diff,0.552
R3524,global,IPS0,house,same,0.7231
R3524,global,IPS0,house,diff,0.4676
R3524,global,IPS1,face,same,0.5734
R3524,global,IPS1,face,diff,0.5039
R3524,global,IPS1,house,same,0.8318
R3524,global,IPS1,house,diff,0.5502
R3524,global,IPS2,face,same,0.6455
R3524,global,IPS2,face,diff,0.6112
R3524,global,IPS2,house,same,0.8722
R3524,global,IPS2,house,diff,0.7711
R3524,global,IPS3,face,same,0.1472
R3524,global,IPS3,face,diff,-0.006998
R3524,global,IPS3,house,same,0.08529
R3524,global,IPS3,house,diff,0.1886
R3524,global,IPS4,face,same,0.3033
R3524,global,IPS4,face,diff,0.1485
R3524,global,IPS4,house,same,0.2383
R3524,global,IPS4,house,diff,0.3265
R3524,global,IPS5,face,same,0.7996
R3524,global,IPS5,face,diff,0.4477
R3524,global,IPS5,house,same,0.6374
R3524,global,IPS5,house,diff,0.6592
R3524,global,LO1,face,same,1.515
R3524,global,LO1,face,diff,1.172
R3524,global,LO1,house,same,1.603
R3524,global,LO1,house,diff,1.109
R3524,global,LO2,face,same,0.8638
R3524,global,LO2,face,diff,0.7378
R3524,global,LO2,house,same,1.163
R3524,global,LO2,house,diff,0.5887
R3524,global,MST,face,same,0.49
R3524,global,MST,face,diff,0.3954
R3524,global,MST,house,same,0.4486
R3524,global,MST,house,diff,0.4636
R3524,global,PHC1,face,same,0.2959
R3524,global,PHC1,face,diff,0.3247
R3524,global,PHC1,house,same,0.244
R3524,global,PHC1,house,diff,0.3056
R3524,global,PHC2,face,same,0.205
R3524,global,PHC2,face,diff,0.2269
R3524,global,PHC2,house,same,0.178
R3524,global,PHC2,house,diff,0.2652
R3524,global,SPL1,face,same,-0.08714
R3524,global,SPL1,face,diff,-0.2431
R3524,global,SPL1,house,same,-0.1144
R3524,global,SPL1,house,diff,-0.04818
R3524,global,V1,face,same,2.137
R3524,global,V1,face,diff,2.08
R3524,global,V1,house,same,2.301
R3524,global,V1,house,diff,2.238
R3524,global,V1-V3,face,same,1.986
R3524,global,V1-V3,face,diff,1.95
R3524,global,V1-V3,house,same,2.136
R3524,global,V1-V3,house,diff,2.051
R3524,global,V1-V4,face,same,1.908
R3524,global,V1-V4,face,diff,1.875
R3524,global,V1-V4,house,same,2.049
R3524,global,V1-V4,house,diff,1.978
R3524,global,V1d,face,same,2.157
R3524,global,V1d,face,diff,2.095
R3524,global,V1d,house,same,2.387
R3524,global,V1d,house,diff,2.282
R3524,global,V1v,face,same,2.049
R3524,global,V1v,face,diff,1.993
R3524,global,V1v,house,same,2.161
R3524,global,V1v,house,diff,2.133
R3524,global,V2,face,same,1.955
R3524,global,V2,face,diff,1.946
R3524,global,V2,house,same,2.102
R3524,global,V2,house,diff,2.052
R3524,global,V2d,face,same,2.006
R3524,global,V2d,face,diff,1.937
R3524,global,V2d,house,same,2.241
R3524,global,V2d,house,diff,2.027
R3524,global,V2v,face,same,1.906
R3524,global,V2v,face,diff,1.955
R3524,global,V2v,house,same,1.967
R3524,global,V2v,house,diff,2.076
R3524,global,V3,face,same,1.599
R3524,global,V3,face,diff,1.518
R3524,global,V3,house,same,1.671
R3524,global,V3,house,diff,1.533
R3524,global,V3a,face,same,1.631
R3524,global,V3a,face,diff,1.474
R3524,global,V3a,house,same,1.504
R3524,global,V3a,house,diff,1.362
R3524,global,V3b,face,same,1.846
R3524,global,V3b,face,diff,1.626
R3524,global,V3b,house,same,1.912
R3524,global,V3b,house,diff,1.538
R3524,global,V3d,face,same,2.083
R3524,global,V3d,face,diff,1.858
R3524,global,V3d,house,same,2.182
R3524,global,V3d,house,diff,1.831
R3524,global,V3v,face,same,1.05
R3524,global,V3v,face,diff,1.133
R3524,global,V3v,house,same,1.094
R3524,global,V3v,house,diff,1.196
R3524,global,VO1,face,same,0.6234
R3524,global,VO1,face,diff,0.6861
R3524,global,VO1,house,same,0.5931
R3524,global,VO1,house,diff,0.717
R3524,global,VO2,face,same,0.3773
R3524,global,VO2,face,diff,0.4653
R3524,global,VO2,house,same,0.3393
R3524,global,VO2,house,diff,0.4156
R3524,global,all_regions,face,same,1.51
R3524,global,all_regions,face,diff,1.451
R3524,global,all_regions,house,same,1.61
R3524,global,all_regions,house,diff,1.486
R3524,global,ffa_24_bilat,face,same,0.3997
R3524,global,ffa_24_bilat,face,diff,0.4637
R3524,global,ffa_24_bilat,house,same,0.6772
R3524,global,ffa_24_bilat,house,diff,0.5691
R3524,global,ffa_24_left,face,same,0.264
R3524,global,ffa_24_left,face,diff,0.337
R3524,global,ffa_24_left,house,same,0.5776
R3524,global,ffa_24_left,house,diff,0.4981
R3524,global,ffa_24_right,face,same,0.5323
R3524,global,ffa_24_right,face,diff,0.5875
R3524,global,ffa_24_right,house,same,0.7746
R3524,global,ffa_24_right,house,diff,0.6384
R3524,global,ffa_31_bilat,face,same,0.4194
R3524,global,ffa_31_bilat,face,diff,0.493
R3524,global,ffa_31_bilat,house,same,0.6989
R3524,global,ffa_31_bilat,house,diff,0.5879
R3524,global,ffa_31_left,face,same,0.3099
R3524,global,ffa_31_left,face,diff,0.3878
R3524,global,ffa_31_left,house,same,0.6314
R3524,global,ffa_31_left,house,diff,0.5462
R3524,global,ffa_31_right,face,same,0.5095
R3524,global,ffa_31_right,face,diff,0.5797
R3524,global,ffa_31_right,house,same,0.7545
R3524,global,ffa_31_right,house,diff,0.6222
R3524,global,ffa_38_bilat,face,same,0.4559
R3524,global,ffa_38_bilat,face,diff,0.5427
R3524,global,ffa_38_bilat,house,same,0.6979
R3524,global,ffa_38_bilat,house,diff,0.5469
R3524,global,ffa_38_left,face,same,-0.0291
R3524,global,ffa_38_left,face,diff,0.01077
R3524,global,ffa_38_left,house,same,0.2988
R3524,global,ffa_38_left,house,diff,0.04372
R3524,global,ffa_38_right,face,same,0.4638
R3524,global,ffa_38_right,face,diff,0.5513
R3524,global,ffa_38_right,house,same,0.7044
R3524,global,ffa_38_right,house,diff,0.5551
R3524,global,ffa_left_100,face,same,1.58
R3524,global,ffa_left_100,face,diff,1.376
R3524,global,ffa_left_100,house,same,1.815
R3524,global,ffa_left_100,house,diff,1.524
R3524,global,ffa_left_150,face,same,1.501
R3524,global,ffa_left_150,face,diff,1.302
R3524,global,ffa_left_150,house,same,1.798
R3524,global,ffa_left_150,house,diff,1.418
R3524,global,ffa_left_23,face,same,1.178
R3524,global,ffa_left_23,face,diff,1.027
R3524,global,ffa_left_23,house,same,1.477
R3524,global,ffa_left_23,house,diff,1.082
R3524,global,ffa_left_31,face,same,1.25
R3524,global,ffa_left_31,face,diff,1.082
R3524,global,ffa_left_31,house,same,1.553
R3524,global,ffa_left_31,house,diff,1.14
R3524,global,ffa_left_50,face,same,1.303
R3524,global,ffa_left_50,face,diff,1.205
R3524,global,ffa_left_50,house,same,1.423
R3524,global,ffa_left_50,house,diff,1.388
R3524,global,ffa_right_100,face,same,0.5078
R3524,global,ffa_right_100,face,diff,0.5206
R3524,global,ffa_right_100,house,same,0.5346
R3524,global,ffa_right_100,house,diff,0.5867
R3524,global,ffa_right_150,face,same,0.5471
R3524,global,ffa_right_150,face,diff,0.5575
R3524,global,ffa_right_150,house,same,0.5984
R3524,global,ffa_right_150,house,diff,0.6228
R3524,global,ffa_right_23,face,same,0.5911
R3524,global,ffa_right_23,face,diff,0.6021
R3524,global,ffa_right_23,house,same,0.7274
R3524,global,ffa_right_23,house,diff,0.6738
R3524,global,ffa_right_31,face,same,0.617
R3524,global,ffa_right_31,face,diff,0.6284
R3524,global,ffa_right_31,house,same,0.7524
R3524,global,ffa_right_31,house,diff,0.7075
R3524,global,ffa_right_50,face,same,0.5371
R3524,global,ffa_right_50,face,diff,0.5362
R3524,global,ffa_right_50,house,same,0.5341
R3524,global,ffa_right_50,house,diff,0.6138
R3524,global,hMT,face,same,0.6342
R3524,global,hMT,face,diff,0.6123
R3524,global,hMT,house,same,0.9055
R3524,global,hMT,house,diff,0.5594
R3524,global,hV4,face,same,1.127
R3524,global,hV4,face,diff,1.122
R3524,global,hV4,house,same,1.171
R3524,global,hV4,house,diff,1.255
R3524,global,ofa_left_100,face,same,1.071
R3524,global,ofa_left_100,face,diff,1.026
R3524,global,ofa_left_100,house,same,1.167
R3524,global,ofa_left_100,house,diff,1.138
R3524,global,ofa_right_100,face,same,0.9907
